SurveyID,SiteCode,SiteLat,SiteLong,latlon,Region,Reef,MPA zone,Pre or post bleach,Depth,Visibility,bleaching.anomaly,total.storms,mean.storm.interval,mean_turbidity,post2006SSTanomaly,post2010SSTanomaly,SST(mean),DA (turbidity),nitrate,chlomean,Corallivore,Browsing herbivore,Scraping herbivore,Excavator,Algal farmer,Benthic invertivore,Higher carnivore,Planktivore,Cleaner,Omnivore,Urchins (less Echninostrephus),Turf algae,calcified algae,foliose algae,Tabular Coral,branching coral,Massive coral,other live hard coral,soft corals,Exploit20,ExploitTot
912345464,GBR33,-16.93323,145.98456,-17146,Cairns POM,#N/A,RZ,Pre,5,8,,6,1.75,3.962071985,0.443406329,0.285176434,26.679,0.111,0.661,0.604,126.6273211,934.278325,754.4835799,843.002291,1386.502353,4136.645693,2634.429126,1289.735056,11.00069147,4430.488167,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.974733602,4.096098915
4000676,COR1,-16.93144,145.98775,-17146,Cairns POM,#N/A,RZ,Pre,3,(blank),,3,3,4.007707404,0.443406329,0.285176434,26.679,0.111,0.661,0.604,628.1424622,10754.90684,,,145.500804,8530.150207,3654.193404,9048.18919,23.9291684,752.8406922,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.889921479,8.463693141
4000677,COR1,-16.93144,145.98775,-17146,Cairns POM,#N/A,RZ,Pre,4,(blank),,3,3,4.007707404,0.443406329,0.285176434,26.679,0.111,0.661,0.604,348.1196,5800.964495,809.653689,,93.3575717,2840.297917,12159.04599,7388.861364,7.711141863,1302.796377,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.09981306,12.92613452
912345434,GBR34,-16.92332,145.99627,-17146,Cairns POM,#N/A,RZ,Pre,2,8,,6,1.75,4.174743071,0.443406329,0.285176434,26.679,0.111,0.661,0.604,777.1776472,523.360189,159.7096941,1113.011171,1513.572704,3375.704003,969.0378302,1449.325902,15.19461083,1919.7278,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.84246445,1.929221017
912345435,GBR34,-16.92332,145.99627,-17146,Cairns POM,#N/A,RZ,Pre,5,8,,6,1.75,4.174743071,0.443406329,0.285176434,26.679,0.111,0.661,0.604,808.2235064,77.24175881,425.3351631,1483.828746,889.6115283,3869.70919,683.9680934,447.6042243,12.39882916,1574.179335,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.97667783,1.97667783
4000686,COR2,-16.88857,146.191837,-17146,Cairns POM,#N/A,SZ,Pre,2.5,(blank),,4,2.2,6.267578125,0.443406329,0.285176434,26.9,0.106,0.665,0.6,1096.355911,4239.278667,9314.472423,6000.505112,1600.004209,5056.614098,,3513.529789,25.62977469,2043.8821,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.657595092,3.657595092
4000687,COR2,-16.88857,146.191837,-17146,Cairns POM,#N/A,SZ,Pre,4.1,(blank),,4,2.2,6.267578125,0.443406329,0.285176434,26.9,0.106,0.665,0.6,507.561353,2785.181725,9744.670643,620.1439292,377.4717165,7551.057602,31423.47785,16847.00712,5.783356397,1259.810972,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.8208225,34.8208225
4000688,COR2,-16.88857,146.191837,-17146,Cairns POM,#N/A,SZ,Pre,6,(blank),,4,2.2,6.267578125,0.443406329,0.285176434,26.9,0.106,0.665,0.6,258.2981037,8426.834221,7825.745885,,1178.175863,5429.604458,541.282542,2240.146158,50.49091147,5033.543268,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.541282542,0.541282542
4000689,COR2,-16.88857,146.191837,-17146,Cairns POM,#N/A,SZ,Pre,5.1,(blank),,4,2.2,6.267578125,0.443406329,0.285176434,26.9,0.106,0.665,0.6,87.16816574,2471.642345,48301.04537,401.3221862,1842.811255,4612.933753,338.4886616,2503.348157,,1255.853556,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.769836732,3.271236669
4000690,COR2,-16.88857,146.191837,-17146,Cairns POM,#N/A,SZ,Pre,6.1,(blank),,4,2.2,6.267578125,0.443406329,0.285176434,26.9,0.106,0.665,0.6,299.4917486,2863.834932,3237.89531,,814.1216394,3071.281531,,298.8701279,,2124.868958,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.247577256
912347438,QLD116,-16.86967,146.23933,-17146,Cairns POM,#N/A,SZ,during,4,20,,5,2.285714286,6.434830866,0.443406329,0.285176434,26.9,0.106,0.665,0.6,534.723424,9752.76293,9035.128795,9413.395633,1539.836034,17150.15319,1806.407678,62908.20305,86.87348909,3837.814081,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.046228892,3.281922757
912347467,QLD116,-16.86967,146.23933,-17146,Cairns POM,#N/A,SZ,during,10,20,,5,2.285714286,6.434830866,0.443406329,0.285176434,26.9,0.106,0.665,0.6,84.79014449,6109.532125,11299.06801,3574.360305,1582.801736,7061.672907,963.3542662,19637.34567,384.9546118,3906.346768,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.638464035,4.73573288
912347439,QLD117,-16.8535,146.24258,-17146,Cairns POM,#N/A,SZ,during,5,20,,5,2.285714286,6.788409798,0.443406329,0.285176434,26.9,0.106,0.665,0.6,233.0271519,14413.41793,2285.486157,38.87723709,1742.615256,12442.30487,14504.48441,36700.23811,75.87279762,5244.802575,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.10851644,19.20498365
912347468,QLD117,-16.8535,146.24258,-17146,Cairns POM,#N/A,SZ,during,10,20,,5,2.285714286,6.788409798,0.443406329,0.285176434,26.9,0.106,0.665,0.6,113.7649915,4686.113395,5816.015594,618.6330932,1151.030846,4279.840584,2374.110088,5715.68245,179.6863968,3626.946111,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.902611438,3.069653304
4000692,COR4,-16.78849,146.26849,-17146,Cairns POM,#N/A,SZ,Pre,5.8,(blank),,3,3,7.217425621,0.443406329,0.285176434,26.804,0.063,0.665,0.254,2185.77916,30955.82336,2373.894808,107.5673238,10730.31448,10665.04471,3460.6862,27862.47309,143.3249135,6296.195577,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.99014306,9.59031245
4000693,COR4,-16.78849,146.26849,-17146,Cairns POM,#N/A,SZ,Pre,6,(blank),,3,3,7.217425621,0.443406329,0.285176434,26.804,0.063,0.665,0.254,1122.346856,50057.12115,1686.004582,11131.48545,22711.60789,8310.379179,7403.326718,16418.70575,449.7986454,9361.204107,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.137915713,8.79406337
4000694,COR4,-16.78849,146.26849,-17146,Cairns POM,#N/A,SZ,Pre,6.1,(blank),,3,3,7.217425621,0.443406329,0.285176434,26.804,0.063,0.665,0.254,643.4413386,7071.060478,3128.670941,5061.980429,1948.021248,9311.920221,764.7441342,3249.738984,61.23219127,3928.629834,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65251526,0.820210783
4000695,COR4,-16.78849,146.26849,-17146,Cairns POM,#N/A,SZ,Pre,6.2,(blank),,3,3,7.217425621,0.443406329,0.285176434,26.804,0.063,0.665,0.254,421.5162442,15892.85736,5803.673914,648.7937297,10213.30054,6600.455956,,27495.04372,755.9745448,6016.31947,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.181194693,0.304398554
4000696,COR4,-16.78849,146.26849,-17146,Cairns POM,#N/A,SZ,Pre,6.5,(blank),,3,3,7.217425621,0.443406329,0.285176434,26.804,0.063,0.665,0.254,594.237765,7985.283508,5415.78325,4009.253584,3440.653009,2880.052158,,5265.591181,11.00069147,4944.859647,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.354806918,0.354806918
912345423,COR4,-16.78849,146.26849,-17146,Cairns POM,#N/A,SZ,Pre,5,15,,6,1.75,7.217425621,0.443406329,0.285176434,26.804,0.063,0.665,0.254,1819.728849,16174.81495,4974.913661,327.5825017,3195.304228,5258.198505,411.7624194,2081.965551,130.8973581,6605.99367,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.576823282,0.811776526
912345430,COR4,-16.78849,146.26849,-17146,Cairns POM,#N/A,SZ,Pre,5.1,15,,6,1.75,7.217425621,0.443406329,0.285176434,26.804,0.063,0.665,0.254,1648.512727,26197.32247,33878.50098,,13137.55994,22319.22037,1391.910204,15620.66835,118.6603148,7792.614828,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.03098297,14.03098297
4000697,COR5,-16.78773,146.26774,-17146,Cairns POM,#N/A,SZ,Pre,4,(blank),,3,3,7.204787318,0.443406329,0.285176434,26.804,0.063,0.665,0.254,2238.274827,27481.06743,6047.384539,620.1439292,4645.52445,5221.443244,4504.768865,16052.25911,198.4543393,5610.015142,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.819839394,5.229611886
4000698,COR5,-16.78773,146.26774,-17146,Cairns POM,#N/A,SZ,Pre,7,(blank),,3,3,7.204787318,0.443406329,0.285176434,26.804,0.063,0.665,0.254,229.0897657,17914.73557,4507.333005,2611.152238,166.3185791,2978.664999,130.6884789,10398.04423,67.47757592,3307.3802,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.700811162,2.211835955
912345424,COR5,-16.78773,146.26774,-17146,Cairns POM,#N/A,SZ,Pre,7,25,,6,1.75,7.204787318,0.443406329,0.285176434,26.804,0.063,0.665,0.254,1211.450553,56399.12787,10977.70467,7474.59476,16529.83321,12167.64617,2580.187127,58114.0151,210.7522736,18534.07815,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.94772661,5.172561432
912345431,COR5,-16.78773,146.26774,-17146,Cairns POM,#N/A,SZ,Pre,7.1,25,,6,1.75,7.204787318,0.443406329,0.285176434,26.804,0.063,0.665,0.254,1694.20761,102011.7758,14608.52852,2184.401528,12731.19799,16421.73065,664.5796608,88239.44113,156.3972632,10801.83125,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.374193497,1.374193497
4000699,COR6,-16.78387,146.27118,-17146,Cairns POM,#N/A,SZ,Pre,6.5,(blank),,3,3,7.251937836,0.443406329,0.285176434,26.804,0.063,0.665,0.254,764.6779655,3235.402869,22886.33579,6184.347018,1618.703823,4168.96182,28.64273497,2837.877705,28.65322925,1961.614911,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.346808644,1.371899106
4000700,COR6,-16.78387,146.27118,-17146,Cairns POM,#N/A,SZ,Pre,7,(blank),,3,3,7.251937836,0.443406329,0.285176434,26.804,0.063,0.665,0.254,795.0269353,45227.05193,4802.869591,2659.668745,3598.745982,16720.43422,29443.3628,27364.34454,279.5085496,3920.708579,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.98026854,40.4367511
912345422,COR6,-16.78387,146.27118,-17146,Cairns POM,#N/A,SZ,Pre,7,25,,6,1.75,7.251937836,0.443406329,0.285176434,26.804,0.063,0.665,0.254,,16383.52833,2651.227817,2512.750444,400.1385833,5160.218886,1626.547523,19119.20389,88.02663488,3847.961908,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.354028935,2.665411561
912345429,COR6,-16.78387,146.27118,-17146,Cairns POM,#N/A,SZ,Pre,7.1,25,,6,1.75,7.251937836,0.443406329,0.285176434,26.804,0.063,0.665,0.254,697.1343871,35075.19538,9786.230554,1252.311115,1839.922245,6886.920875,7053.942383,64793.782,189.4564601,8539.988053,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.053942383,7.55534232
4000701,COR7,-16.73392,146.26511,-17146,Cairns POM,#N/A,RZ,Pre,7,(blank),,3,3,7.528438296,0.443406329,0.285176434,26.864,0.054,0.667,0.161,3396.086938,39293.18954,8094.540138,6561.643867,11208.09748,5758.188107,687.603149,37760.48728,831.669481,8802.911504,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.520561283,0.74920508
4000702,COR7,-16.73392,146.26511,-17146,Cairns POM,#N/A,RZ,Pre,7.5,(blank),,3,3,7.528438296,0.443406329,0.285176434,26.864,0.054,0.667,0.161,1400.310171,6055.557704,978.6531621,2593.30501,1257.902945,31681.41301,416.7976173,2920.077113,134.017851,2778.7824,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.83403294,26.83403294
912345426,COR7,-16.73392,146.26511,-17146,Cairns POM,#N/A,RZ,Pre,7,25,,6,1.75,7.528438296,0.443406329,0.285176434,26.864,0.054,0.667,0.161,973.6397071,22433.63992,48649.29264,10747.46654,39770.61699,12252.58402,27384.02448,75426.26347,274.2403778,37034.14515,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.6693254,27.6693254
912345433,COR7,-16.73392,146.26511,-17146,Cairns POM,#N/A,RZ,Pre,7.1,25,,6,1.75,7.528438296,0.443406329,0.285176434,26.864,0.054,0.667,0.161,1493.484514,40988.85591,8982.340799,15001.87103,40098.18741,7588.379765,26144.79224,73417.03611,248.3590223,42573.25555,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.08844458,28.34143171
4000703,COR8,-16.73186,146.26677,-17146,Cairns POM,#N/A,RZ,Pre,7,(blank),,3,3,7.530875627,0.443406329,0.285176434,26.864,0.054,0.667,0.161,588.2919156,8477.411145,3498.197432,4713.62125,1735.947291,6809.137273,1070.360102,10504.71778,146.2184272,1764.887359,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.038569297,3.087203719
4000704,COR8,-16.73186,146.26677,-17146,Cairns POM,#N/A,RZ,Pre,10,(blank),,3,3,7.530875627,0.443406329,0.285176434,26.864,0.054,0.667,0.161,2572.746446,42654.29191,12301.8048,3560.355958,7806.037478,12114.93236,389.411851,25857.79902,247.5212967,10261.68022,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.575491383,5.499283059
912345425,COR8,-16.73186,146.26677,-17146,Cairns POM,#N/A,RZ,Pre,5,25,,6,1.75,7.530875627,0.443406329,0.285176434,26.864,0.054,0.667,0.161,806.9339342,34944.3052,1503.857115,7919.125452,4496.401516,16654.0001,3148.880102,27553.0946,161.8673379,7198.087867,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.472013312,9.783395937
912345432,COR8,-16.73186,146.26677,-17146,Cairns POM,#N/A,RZ,Pre,5.1,25,,6,1.75,7.530875627,0.443406329,0.285176434,26.864,0.054,0.667,0.161,2072.466989,20011.90072,5519.611237,3195.642384,13272.65529,20431.18901,2502.926564,26295.51469,275.7268002,12032.52187,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.098121749,6.219487062
4000705,COR9,-16.7296,146.2678,-17146,Cairns POM,#N/A,RZ,Pre,7.6,(blank),,3,3,7.56768556,0.443406329,0.285176434,26.864,0.054,0.667,0.161,1731.965115,41249.16302,8433.714755,2871.125706,8664.435521,6775.864871,342.0790103,18402.00351,196.326283,12571.80038,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.046488958,1.213530824
4000706,COR9,-16.7296,146.2678,-17146,Cairns POM,#N/A,RZ,Pre,8,(blank),,3,3,7.56768556,0.443406329,0.285176434,26.864,0.054,0.667,0.161,957.9636861,8910.895072,3475.473778,2123.575765,1326.532855,4035.583884,365.0637683,5262.841842,46.37031162,1662.169443,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.202363721,0.384478423
912345427,COR9,-16.7296,146.2678,-17146,Cairns POM,#N/A,RZ,Pre,6,20,,6,1.75,7.56768556,0.443406329,0.285176434,26.864,0.054,0.667,0.161,1548.397682,10778.21539,3091.035332,1248.379616,13551.55013,2834.958074,1826.957151,33660.58215,192.5859879,6450.690089,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.065155614,2.286222571
912345428,COR9,-16.7296,146.2678,-17146,Cairns POM,#N/A,RZ,Pre,6.1,20,,6,1.75,7.56768556,0.443406329,0.285176434,26.864,0.054,0.667,0.161,1775.692995,7272.704063,3603.322587,6440.785625,15799.85061,2828.06601,3187.410512,26921.61193,423.1794489,5606.314826,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.137229588,3.277719518
4000682,COR10,-16.60383,145.96884,-17146,Cairns POM,#N/A,SZ,Pre,8.5,(blank),,3,3,5.425136818,0.443406329,0.285176434,26.767,0.098,0.675,0.487,424.1733519,18664.42409,2481.070371,1295.71755,10673.19809,3604.6743,2042.769799,30019.5818,333.0520344,31157.93226,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.595753122,2.256521729
4000683,COR10,-16.60383,145.96884,-17146,Cairns POM,#N/A,SZ,Pre,9.1,(blank),,3,3,5.425136818,0.443406329,0.285176434,26.767,0.098,0.675,0.487,227.2276409,2030.473786,2611.910419,1107.48253,1074.774479,8168.552297,853.1063698,10552.15989,22.00138294,1629.843818,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.344621541,1.6708731
4000684,COR10,-16.60383,145.96884,-17146,Cairns POM,#N/A,SZ,Pre,5,(blank),,3,3,5.425136818,0.443406329,0.285176434,26.767,0.098,0.675,0.487,928.0845121,2342.631656,1590.512708,950.1294286,890.3703273,4220.757173,1229.533324,12148.14909,40.97931131,6473.428348,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.717807683,1.976640002
4000685,COR10,-16.60383,145.96884,-17146,Cairns POM,#N/A,SZ,Pre,6.5,(blank),,3,3,5.425136818,0.443406329,0.285176434,26.767,0.098,0.675,0.487,298.4436243,2655.284988,3892.376782,2737.174464,339.0669101,4585.384036,1265.618448,9292.272087,173.2347434,9790.38248,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.265618448,2.042728899
912347433,GBR75,-16.55537,146.05687,-17146,Cairns POM,#N/A,SZ,during,4,20,,5,2.833333333,6.62313331,0.443406329,0.285176434,26.834,0.075,0.677,0.338,279.0376875,23154.60689,8056.685102,2003.722119,1665.372587,5745.552613,84.31827369,13293.03146,269.2477741,3682.412468,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.084318274
912347434,GBR75,-16.55537,146.05687,-17146,Cairns POM,#N/A,SZ,during,10,20,,5,2.833333333,6.62313331,0.443406329,0.285176434,26.834,0.075,0.677,0.338,255.5226434,7645.481909,4260.463511,456.1951065,3668.524763,6975.268458,1571.636022,12076.19483,569.1181371,3369.033907,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.984584582,2.430428616
